反應項,反應次數(202),反應比率,反應時間,第一反應次數,第一反應比率,第一反應之反應時間,排序,頻次,類別,yyy排序,代號,AS排名,頻率,百分比,累積百分比
詐騙(Na),10,0.05,5.38,0,0.00,0,4.3,1,13,12,na,na,na,na,na
欺詐(Na),2,0.01,3.68,1,0.01,4.7,5.5,0,13,13,na,na,na,na,na
貪污(Na),38,0.19,3.94,7,0.04,4.23,3.4,15,13,14,na,na,na,na,na
竊盜(Na),29,0.14,4.14,8,0.04,5.28,3.1,3,13,15,12066,12064,34,0.001,86.651
強暴(Na),29,0.14,3.41,6,0.03,4.3,2.8,9,13,16,na,na,na,na,na
偽造文書(Na),25,0.12,6.93,0,0.00,0,4.6,1,13,17,na,na,na,na,na
放火(Na),21,0.10,3.78,0,0.00,0,3.7,1,13,18,na,na,na,na,na
放火(Na),11,0.06,2.73,0,0.00,0,3.4,1,13,19,na,na,na,na,na
縱火(Na),10,0.05,4.93,0,0.00,0,4.0,3,13,20,na,na,na,na,na
毀謗(Na),21,0.10,5.14,0,0.00,0,4.3,1,13,21,na,na,na,na,na
毀謗(Na),15,0.08,5.03,0,0.00,0,4.3,1,13,22,na,na,na,na,na
誹謗(Na),6,0.03,5.43,0,0.00,0,4.3,2,13,23,na,na,na,na,na
謀殺(Na),22,0.11,4.97,13,0.07,6.01,2.1,18,13,24,na,na,na,na,na
殺人未遂(Na),19,0.10,5.62,6,0.03,5.98,3.1,0,13,25,na,na,na,na,na
傷害(Na),18,0.09,4.42,0,0.00,0,3.8,78,13,26,2172,2171,265,0.005,69.065
死刑(Na),15,0.08,4.91,13,0.07,5.22,1.3,11,13,27,11474,11292,37,0.001,86.219
通姦(Na),14,0.07,2.87,2,0.01,3.76,3.2,0,13,28,na,na,na,na,na
殺人罪(Na),13,0.07,5.6,9,0.05,4.97,1.5,1,13,29,62945,57995,3,0.000,97.117
無期徒刑(Na),12,0.06,6.2,0,0.00,0,2.1,3,13,30,46192,44359,5,0.000,95.767
妨礙風化(Na),11,0.06,5.88,2,0.01,7,3.7,0,13,31,na,na,na,na,na
恐嚇(Na),11,0.06,5.75,1,0.01,6.5,3.9,13,13,32,na,na,na,na,na
過失殺人(Na),11,0.06,5,1,0.01,5.5,4.2,0,13,33,na,na,na,na,na
過失殺人(Na),7,0.04,4.46,1,0.01,5.5,4.1,0,13,34,na,na,na,na,na
過失致死(Na),2,0.01,6.94,0,0.00,0,2.5,0,13,35,na,na,na,na,na
意外殺人(Na),2,0.01,4.93,0,0.00,0,6.0,0,13,36,na,na,na,na,na
勒索(Na),8,0.04,7.41,0,0.00,0,4.1,5,13,37,na,na,na,na,na
勒索(Na),7,0.04,7.3,0,0.00,0,4.0,5,13,38,na,na,na,na,na
勒贖(Na),1,0.01,8.16,0,0.00,0,5.0,1,13,39,na,na,na,na,na
偷(Na),7,0.04,5.3,1,0.01,2.52,2.6,0,13,40,na,na,na,na,na
有期徒刑(Na),7,0.04,5.59,1,0.01,5.83,2.9,1,13,41,26960,25841,12,0.000,92.717
叛國(Na),7,0.04,4.01,0,0.00,0,5.0,1,13,42,na,na,na,na,na
叛國(Na),5,0.03,4.45,0,0.00,0,5.4,1,13,43,na,na,na,na,na
賣國(Na),2,0.01,2.9,0,0.00,0,4.0,0,13,44,na,na,na,na,na
綁架(Na),7,0.04,3.46,0,0.00,0,5.0,4,13,45,na,na,na,na,na
綁架(Na),4,0.02,2.56,0,0.00,0,4.5,4,13,46,na,na,na,na,na
擄人勒贖(Na),2,0.01,5.73,0,0.00,0,4.0,0,13,47,na,na,na,na,na
綁票(Na),1,0.01,2.55,0,0.00,0,9.0,0,13,48,na,na,na,na,na
侵占(Na),6,0.03,3.08,0,0.00,0,7.3,2,13,49,na,na,na,na,na
強姦罪(Na),6,0.03,4.64,1,0.01,7.47,2.7,0,13,50,na,na,na,na,na
背信(Na),6,0.03,5.5,0,0.00,0,3.5,0,13,51,na,na,na,na,na
妨礙自由(Na),6,0.03,5.52,1,0.01,8.69,4.0,0,13,52,na,na,na,na,na
搶(Na),5,0.03,2.94,0,0.00,0,3.6,0,13,53,na,na,na,na,na
誣告(Na),5,0.03,5.71,1,0.01,6.12,3.6,1,13,54,na,na,na,na,na
賄賂(Na),5,0.03,7.52,0,0.00,0,5.2,9,13,55,na,na,na,na,na
妨害風化(Na),5,0.03,5.21,0,0.00,0,4.0,0,13,56,na,na,na,na,na
猥褻(Na),5,0.03,4.36,0,0.00,0,4.0,2,13,57,na,na,na,na,na
公共危險(Na),5,0.03,5.71,0,0.00,0,5.2,0,13,58,na,na,na,na,na
妨礙公務(Na),5,0.03,8.02,0,0.00,0,4.6,0,13,59,na,na,na,na,na
死罪(Na),5,0.03,4.2,3,0.02,4.42,1.6,2,13,60,56027,50049,4,0.000,96.651
家暴(Na),4,0.02,3.96,0,0.00,0,4.5,0,13,61,na,na,na,na,na
洗錢(Na),4,0.02,3.98,2,0.01,4.65,2.3,4,13,62,na,na,na,na,na
販毒(Na),4,0.02,4.26,0,0.00,0,4.8,10,13,63,na,na,na,na,na
性侵(Na),4,0.02,5.94,1,0.01,7.28,3.3,0,13,64,na,na,na,na,na
法官(Na),4,0.02,2.27,0,0.00,0,5.8,17,13,65,4635,4620,111,0.002,77.550
強盜罪(Na),4,0.02,9.2,2,0.01,12.6,2.3,0,13,66,121362,93826,1,0.000,99.096
公然侮辱(Na),4,0.02,6.69,0,0.00,0,4.5,0,13,67,na,na,na,na,na
盜用公款(Na),4,0.02,4.18,0,0.00,0,5.3,0,13,68,na,na,na,na,na
盜用公款(Na),3,0.02,3.93,0,0.00,0,5.3,0,13,69,na,na,na,na,na
盜領公款(Na),1,0.01,4.91,0,0.00,0,5.0,0,13,70,na,na,na,na,na
吸毒(Na),4,0.02,3.91,0,0.00,0,6.0,33,13,71,na,na,na,na,na
吸毒(Na),3,0.02,2.77,0,0.00,0,6.0,33,13,72,na,na,na,na,na
吸食毒品(Na),1,0.01,7.33,0,0.00,0,6.0,0,13,73,na,na,na,na,na
鹽(Na),157,0.78,3.67,77,0.38,4.37,2.1,0,14,1,7447,7447,62,0.001,82.295
鹽(Na),128,0.64,3.71,67,0.33,4.47,2.0,0,14,2,7447,7447,62,0.001,82.295
鹽巴(Na),29,0.14,3.48,10,0.05,3.68,2.3,2,14,3,36408,36388,7,0.000,94.532
醬油(Na),120,0.60,3.58,25,0.12,4.38,3.3,9,14,4,21191,21145,16,0.000,91.077
醋(Na),103,0.51,3.63,5,0.03,3.41,3.8,0,14,5,18096,18032,20,0.000,89.917
糖(Na),102,0.51,3.58,8,0.04,4.87,3.1,0,14,6,5369,5363,92,0.002,79.068
胡椒(Na),92,0.46,4.6,31,0.15,4.75,2.9,3,14,7,32374,31067,9,0.000,93.850
胡椒(Na),73,0.36,4.44,25,0.12,4.71,3.0,3,14,8,32374,31067,9,0.000,93.850
胡椒粉(Na),19,0.10,5.2,6,0.03,4.92,2.4,2,14,9,54301,50049,4,0.000,96.510
辣椒(Na),91,0.45,3.76,18,0.09,3.96,3.5,2,14,10,18132,18032,20,0.000,89.932
味精(Na),76,0.38,3.82,2,0.01,3.09,4.6,0,14,11,42859,39808,6,0.000,95.395
味精(Na),65,0.32,3.94,2,0.01,3.09,4.5,0,14,12,42859,39808,6,0.000,95.395
味素(Na),11,0.06,3.09,0,0.00,0,4.9,0,14,13,na,na,na,na,na
油(Na),28,0.14,3.58,6,0.03,4.64,3.5,0,14,14,2970,2956,187,0.004,72.688
蒜(Na),25,0.12,3.11,0,0.00,0,5.4,0,14,15,34013,33467,8,0.000,94.140
蒜(Na),10,0.05,3.2,0,0.00,0,5.9,0,14,16,34013,33467,8,0.000,94.140
蒜頭(Na),8,0.04,3.37,0,0.00,0,4.9,1,14,17,45404,44359,5,0.000,95.686
大蒜(Na),7,0.04,2.7,0,0.00,0,5.1,21,14,18,33268,31067,9,0.000,94.014
蕃茄醬(Na),25,0.12,6.31,4,0.02,7.09,3.8,1,14,19,na,na,na,na,na
沙茶(Na),18,0.09,4.71,3,0.02,5.35,4.9,1,14,20,48223,44359,5,0.000,95.975
沙茶(Na),11,0.06,4.25,1,0.01,5.72,4.8,1,14,21,48223,44359,5,0.000,95.975
沙茶醬(Na),7,0.04,5.42,2,0.01,5.16,5.1,0,14,22,85668,70282,2,0.000,98.198
香油(Na),17,0.09,3.89,0,0.00,0,5.8,1,14,23,35033,33467,8,0.000,94.308
辣椒醬(Na),17,0.09,5.28,2,0.01,5.27,3.3,0,14,24,na,na,na,na,na
辣椒醬(Na),15,0.08,5.4,2,0.01,5.27,3.2,0,14,25,na,na,na,na,na
辣醬(Na),2,0.01,4.38,0,0.00,0,4.0,0,14,26,na,na,na,na,na
麻油(Na),14,0.07,4.48,0,0.00,0,5.6,0,14,27,62357,57995,3,0.000,97.081
米酒(Na),13,0.07,4,1,0.01,5.31,5.3,1,14,28,20925,20228,17,0.000,90.985
香料(Na),13,0.07,3.79,0,0.00,0,6.3,1,14,29,12846,12656,32,0.001,87.180
七味粉(Na),11,0.06,8.4,1,0.01,8.8,3.7,0,14,30,na,na,na,na,na
蔥(Na),10,0.05,2.79,1,0.01,3.77,5.0,0,14,31,21280,21145,16,0.000,91.106
酒(Na),10,0.05,2.84,1,0.01,4.16,4.3,0,14,32,1310,1309,476,0.010,62.802
味淋(Na),9,0.05,6.89,0,0.00,0,5.6,0,14,33,na,na,na,na,na
咖哩(Na),7,0.04,5.9,0,0.00,0,4.6,2,14,34,42858,39808,6,0.000,95.395
辣油(Na),7,0.04,7.09,0,0.00,0,4.4,0,14,35,na,na,na,na,na
甜辣醬(Na),7,0.04,5.02,0,0.00,0,5.0,0,14,36,na,na,na,na,na
豆瓣醬(Na),7,0.04,6.51,0,0.00,0,4.9,0,14,37,137466,93826,1,0.000,99.426
白醋(Na),7,0.04,4.35,1,0.01,6.14,3.7,0,14,38,87907,70282,2,0.000,98.290
薑(Na),7,0.04,4.99,0,0.00,0,5.9,0,14,39,40150,39808,6,0.000,95.062
胡椒鹽(Na),7,0.04,4.46,2,0.01,5.44,3.3,0,14,40,54300,50049,4,0.000,96.510
芥末(Na),7,0.04,6.99,0,0.00,0,4.7,0,14,41,83874,70282,2,0.000,98.124
芥末(Na),5,0.03,7.42,0,0.00,0,4.4,0,14,42,83874,70282,2,0.000,98.124
哇沙米(Na),2,0.01,5.9,0,0.00,0,5.5,0,14,43,65081,57995,3,0.000,97.248
芥茉醬(Na),9,0.05,4.58,0,0.00,0,5.0,0,14,44,na,na,na,na,na
芥茉醬(Na),1,0.01,5.33,0,0.00,0,3.0,0,14,45,na,na,na,na,na
芥茉(Na),1,0.01,6.23,0,0.00,0,5.0,0,14,46,na,na,na,na,na
醬油膏(Na),6,0.03,4.24,0,0.00,0,5.2,0,14,47,na,na,na,na,na
油膏(Na),1,0.01,4.19,0,0.00,0,6.0,0,14,48,84144,70282,2,0.000,98.135
香菜(Na),6,0.03,5.58,0,0.00,0,5.0,0,14,49,127586,93826,1,0.000,99.223
起司粉(Na),6,0.03,5.5,0,0.00,0,3.2,0,14,50,na,na,na,na,na
黑醋(Na),6,0.03,4.27,0,0.00,0,4.8,0,14,51,na,na,na,na,na
辣椒粉(Na),6,0.03,4.42,1,0.01,7.86,2.7,0,14,52,na,na,na,na,na
沙拉醬(Na),6,0.03,7.44,0,0.00,0,4.2,0,14,53,85671,70282,2,0.000,98.198
沙拉醬(Na),3,0.02,8.57,0,0.00,0,5.0,0,14,54,85671,70282,2,0.000,98.198
美乃滋(Na),3,0.02,6.31,0,0.00,0,3.3,0,14,55,82516,70282,2,0.000,98.069
醬(Na),5,0.03,4.92,1,0.01,10.52,3.6,0,14,56,23261,23198,14,0.000,91.730
橄欖油(Na),5,0.03,5.19,0,0.00,0,5.6,2,14,57,50958,50049,4,0.000,96.236
八角(Na),5,0.03,7.15,0,0.00,0,5.6,0,14,58,na,na,na,na,na
烏醋(Na),4,0.02,6.24,0,0.00,0,5.8,0,14,59,na,na,na,na,na
黑胡椒(Na),4,0.02,5,1,0.01,6.12,2.0,1,14,60,na,na,na,na,na
味噌(Na),4,0.02,4.87,0,0.00,0,7.0,0,14,61,136391,93826,1,0.000,99.404
蠔油(Na),4,0.02,4.12,0,0.00,0,7.0,1,14,62,95814,93826,1,0.000,98.573
沙拉油(Na),4,0.02,5.95,0,0.00,0,4.8,1,14,63,30428,29054,10,0.000,93.478
汽油(Na),112,0.56,4.35,67,0.33,4.46,1.9,30,15,1,22854,22103,15,0.000,91.606
石油(Na),104,0.52,3.52,66,0.33,4.01,1.7,8,15,2,3618,3600,148,0.003,74.892
煤(Na),76,0.38,4.33,14,0.07,4.14,2.5,0,15,3,9349,9309,47,0.001,84.407
天然氣(Na),70,0.35,4.29,1,0.01,8.03,3.5,0,15,4,10371,10211,42,0.001,85.336
柴油(Na),50,0.25,4.93,2,0.01,8.79,3.0,7,15,5,34954,33467,8,0.000,94.295
瓦斯(Na),46,0.23,3.82,6,0.03,3.47,3.6,14,15,6,5460,5410,91,0.002,79.239
瓦斯(Na),41,0.20,3.8,5,0.03,3.36,3.6,14,15,7,5460,5410,91,0.002,79.239
煤氣(Na),5,0.03,3.94,1,0.01,4,3.6,3,15,8,37311,36388,7,0.000,94.662
木材(Na),46,0.23,5.39,3,0.02,5.78,3.6,16,15,9,7148,7075,66,0.001,81.902
木材(Na),30,0.15,4.69,2,0.01,5.84,3.7,16,15,10,7148,7075,66,0.001,81.902
木柴(Na),12,0.06,6.43,0,0.00,0,3.5,2,15,11,39344,36388,7,0.000,94.953
木(Na),4,0.02,7.52,1,0.01,5.67,3.0,0,15,12,6083,6031,80,0.002,80.323
酒精(Na),36,0.18,5.21,3,0.02,3.82,3.3,21,15,13,7034,7001,67,0.001,81.747
紙(Na),26,0.13,4.38,0,0.00,0,4.5,0,15,14,2784,2779,200,0.004,71.955
紙(Na),24,0.12,4.54,0,0.00,0,4.5,0,15,15,2784,2779,200,0.004,71.955
紙張(Na),2,0.01,2.42,0,0.00,0,4.0,9,15,16,7699,7648,60,0.001,82.611
氫氣(Na),23,0.11,4.61,1,0.01,3.56,3.7,10,15,17,41694,39808,6,0.000,95.252
氫氣(Na),18,0.09,4.49,1,0.01,3.56,3.6,10,15,18,41694,39808,6,0.000,95.252
氫(Na),5,0.03,5.06,0,0.00,0,4.4,0,15,19,37807,36388,7,0.000,94.733
木頭(Na),22,0.11,5.16,6,0.03,5.25,2.9,17,15,20,8697,8587,52,0.001,83.747
煤炭(Na),21,0.10,3.79,2,0.01,4.44,2.8,5,15,21,37312,36388,7,0.000,94.662
油(Na),16,0.08,3.39,12,0.06,3.05,1.5,0,15,22,2970,2956,187,0.004,72.688
水(Na),16,0.08,2.27,0,0.00,0,3.9,0,15,23,388,388,1430,0.029,48.015
木炭(Na),11,0.06,5.8,1,0.01,8.08,3.6,1,15,24,25672,24499,13,0.000,92.397
炭(Na),11,0.06,4.74,0,0.00,0,4.5,0,15,25,22724,22103,15,0.000,91.566
煤油(Na),10,0.05,3.31,0,0.00,0,2.8,2,15,26,31684,31067,9,0.000,93.722
火(Na),10,0.05,3.35,3,0.02,5.09,3.5,0,15,27,2469,2462,231,0.005,70.569
甲烷(Na),9,0.05,10.08,0,0.00,0,3.8,13,15,28,67551,57995,3,0.000,97.400
火柴(Na),9,0.05,6.19,0,0.00,0,4.6,10,15,29,18615,18032,20,0.000,90.130
碳(Na),9,0.05,6.35,0,0.00,0,4.3,0,15,30,12122,12064,34,0.001,86.690
氧氣(Na),9,0.05,6.44,1,0.01,9.48,3.3,23,15,31,5496,5470,90,0.002,79.305
核能(Na),8,0.04,5.03,0,0.00,0,4.4,11,15,32,8252,8190,55,0.001,83.261
生質能(Na),7,0.04,8.11,0,0.00,0,4.3,0,15,33,na,na,na,na,na
生質能(Na),4,0.02,8.12,0,0.00,0,4.5,0,15,34,na,na,na,na,na
生質能源(Na),3,0.02,8.1,0,0.00,0,4.0,0,15,35,na,na,na,na,na
煤礦(Na),6,0.03,5.42,0,0.00,0,3.7,5,15,36,15889,15761,24,0.000,88.910
柴(Na),6,0.03,6.78,0,0.00,0,3.3,0,15,37,11651,11546,36,0.001,86.351
太陽能(Na),6,0.03,5.29,0,0.00,0,4.5,12,15,38,8571,8435,53,0.001,83.613
機油(Na),5,0.03,3.27,0,0.00,0,2.8,7,15,39,59417,57995,3,0.000,96.900
樹枝(Na),5,0.03,6.92,0,0.00,0,4.8,3,15,40,7276,7263,64,0.001,82.073
鈾(Na),4,0.02,10.59,0,0.00,0,4.3,0,15,41,34118,33467,8,0.000,94.158
玉米(Na),4,0.02,4.44,0,0.00,0,4.3,8,15,42,14333,14008,28,0.001,88.086
二氧化碳(Na),4,0.02,4.22,0,0.00,0,5.3,35,15,43,15739,15270,25,0.001,88.836
二氧化碳(Na),3,0.02,3.88,0,0.00,0,5.3,35,15,44,15739,15270,25,0.001,88.836
co2(Na),1,0.01,5.22,0,0.00,0,5.0,0,15,45,na,na,na,na,na
糞便(Na),4,0.02,6.81,0,0.00,0,4.0,8,15,46,13021,12998,31,0.001,87.295
糞便(Na),2,0.01,5.51,0,0.00,0,4.5,8,15,47,13021,12998,31,0.001,87.295
大便(Na),1,0.01,2.39,0,0.00,0,4.0,13,15,48,13990,13643,29,0.001,87.889
糞(Na),1,0.01,13.81,0,0.00,0,3.0,0,15,49,13672,13643,29,0.001,87.700
樹(Na),4,0.02,6.93,0,0.00,0,4.5,0,15,50,911,911,668,0.014,58.208
樹(Na),3,0.02,8.03,0,0.00,0,4.7,0,15,51,911,911,668,0.014,58.208
樹木(Na),1,0.01,3.62,0,0.00,0,4.0,19,15,52,4747,4742,107,0.002,77.801
老師(Na),167,0.83,3.13,73,0.36,3.61,2.3,461,16,1,187,187,2859,0.059,39.656
老師(Na),152,0.76,3.13,69,0.34,3.59,2.2,461,16,2,187,187,2859,0.059,39.656
教師(Na),15,0.08,3.1,4,0.02,3.96,3.6,185,16,3,792,792,748,0.015,56.482
學生(Na),99,0.49,3.14,43,0.21,3.33,2.5,512,16,4,96,96,5468,0.112,32.649
醫生(Na),89,0.44,2.7,21,0.10,3.31,3.0,236,16,5,1362,1361,460,0.009,63.300
醫生(Na),77,0.38,2.7,17,0.09,3.48,2.9,236,16,6,1362,1361,460,0.009,63.300
醫師(Na),12,0.06,2.72,4,0.02,2.61,3.3,170,16,7,1222,1222,510,0.010,61.915
公務員(Na),59,0.29,4.15,3,0.02,6.15,4.3,50,16,8,2718,2711,206,0.004,71.681
公務員(Na),50,0.25,3.99,3,0.02,6.15,4.3,50,16,9,2718,2711,206,0.004,71.681
公務人員(Na),7,0.04,5.27,0,0.00,0,3.9,11,16,10,5579,5520,89,0.002,79.457
公職人員(Na),2,0.01,4.27,0,0.00,0,3.5,21,16,11,na,na,na,na,na
護士(Na),46,0.23,3.09,9,0.05,4,4.0,40,16,12,6914,6914,68,0.001,81.581
律師(Na),43,0.21,2.99,2,0.01,3.07,4.1,38,16,13,2640,2638,213,0.004,71.347
工人(Na),41,0.20,3.95,2,0.01,3.59,4.8,86,16,14,1464,1460,424,0.009,64.219
工人(Na),37,0.18,3.91,2,0.01,3.59,4.7,86,16,15,1464,1460,424,0.009,64.219
勞工(Na),4,0.02,4.31,0,0.00,0,6.3,47,16,16,1177,1175,525,0.011,61.438
軍人(Na),39,0.19,3.73,7,0.04,4.74,3.4,27,16,17,3302,3290,165,0.003,73.882
教授(Na),38,0.19,3.15,0,0.00,0,4.3,190,16,18,389,389,1427,0.029,48.044
教授(Na),37,0.18,3.14,0,0.00,0,4.4,190,16,19,389,389,1427,0.029,48.044
大學教授(Na),1,0.01,3.67,0,0.00,0,3.0,3,16,20,na,na,na,na,na
工程師(Na),37,0.18,4.18,1,0.01,6.08,4.4,34,16,21,2919,2905,190,0.004,72.492
警察(Na),34,0.17,3.05,6,0.03,3.03,4.0,53,16,22,1886,1886,316,0.006,67.366
商人(Na),29,0.14,3.28,5,0.03,4.46,3.9,53,16,23,2614,2607,216,0.004,71.232
會計師(Na),28,0.14,4.51,1,0.01,3.41,4.4,16,16,24,11357,11292,37,0.001,86.130
司機(Na),24,0.12,4.26,1,0.01,4.14,5.6,42,16,25,2497,2489,228,0.005,70.701
總統(Na),16,0.08,3.43,0,0.00,0,5.3,417,16,26,591,591,1002,0.021,52.927
服務業(Na),15,0.08,5.15,2,0.01,4.64,4.8,30,16,27,3471,3463,155,0.003,74.436
店員(Na),14,0.07,5.85,0,0.00,0,5.5,7,16,28,20844,20228,17,0.000,90.957
農夫(Na),13,0.06,3.52,1,0.01,3.73,4.9,33,16,29,8471,8435,53,0.001,83.504
農夫(Na),11,0.06,3.35,1,0.01,3.73,5.3,33,16,30,8471,8435,53,0.001,83.504
農民(Na),1,0.01,4.58,0,0.00,0,2.0,102,16,31,1284,1284,483,0.010,62.547
農人(Na),1,0.01,4.3,0,0.00,0,4.0,7,16,32,9050,9008,49,0.001,84.112
廚師(Na),12,0.06,4.21,1,0.01,5.45,4.3,18,16,33,10632,10602,40,0.001,85.555
法官(Na),12,0.06,3.27,0,0.00,0,4.8,17,16,34,4635,4620,111,0.002,77.550
清潔工(Na),12,0.06,6.16,0,0.00,0,5.6,1,16,35,37798,36388,7,0.000,94.732
清潔工(Na),6,0.03,6.14,0,0.00,0,6.2,1,16,36,37798,36388,7,0.000,94.732
清潔員(Na),4,0.02,6.29,0,0.00,0,5.3,0,16,37,120091,93826,1,0.000,99.070
清潔人員(Na),2,0.01,5.98,0,0.00,0,4.5,0,16,38,na,na,na,na,na
老闆(Na),11,0.06,4.2,0,0.00,0,5.6,99,16,39,1737,1734,346,0.007,66.355
經理(Na),11,0.06,3.37,0,0.00,0,5.3,78,16,40,1837,1836,327,0.007,67.044
銀行員(Na),11,0.05,5.24,0,0.00,0,5.7,0,16,41,105258,93826,1,0.000,98.766
銀行員(Na),8,0.04,4.84,0,0.00,0,5.5,0,16,42,105258,93826,1,0.000,98.766
銀行人員(Na),2,0.01,3.89,0,0.00,0,6.5,0,16,43,na,na,na,na,na
銀行服務員(Na),1,0.01,11.12,0,0.00,0,6.0,0,16,44,na,na,na,na,na
研究人員(Na),10,0.05,4.92,0,0.00,0,4.9,0,16,45,na,na,na,na,na
研究人員(Na),4,0.02,5.4,0,0.00,0,5.3,0,16,46,na,na,na,na,na
研究員(Na),4,0.02,4.8,0,0.00,0,5.3,18,16,47,2279,2277,252,0.005,69.632
研究者(Na),2,0.01,4.2,0,0.00,0,3.5,2,16,48,na,na,na,na,na
藥師(Na),9,0.05,3.41,0,0.00,0,6.3,0,16,49,31145,31067,9,0.000,93.623
藥師(Na),5,0.03,2.69,0,0.00,0,6.0,0,16,50,31145,31067,9,0.000,93.623
藥劑師(Na),4,0.02,4.3,0,0.00,0,6.8,1,16,51,58473,57995,3,0.000,96.842
業務員(Na),8,0.04,3.69,1,0.01,4.61,3.1,41,16,52,10889,10827,39,0.001,85.764
作家(Na),8,0.04,2.46,0,0.00,0,6.4,86,16,53,1948,1944,304,0.006,67.761
記者(Na),8,0.04,3.07,0,0.00,0,5.4,101,16,54,658,658,903,0.018,54.234
設計師(Na),7,0.04,4.58,2,0.01,7.77,3.7,27,16,55,2530,2529,224,0.005,70.853
家庭主婦(Na),7,0.04,4.84,1,0.01,6.94,5.1,9,16,56,na,na,na,na,na
攤販(Na),7,0.04,5.29,0,0.00,0,6.4,9,16,57,4265,4265,121,0.002,76.669
農(Na),6,0.03,3.52,0,0.00,0,4.0,0,16,58,7095,7075,66,0.001,81.831
服務生(Na),6,0.03,4.46,0,0.00,0,7.0,7,16,59,12255,12064,34,0.001,86.783
科學家(Na),6,0.03,6.3,0,0.00,0,4.2,89,16,60,2576,2573,220,0.005,71.063
上班族(Na),6,0.03,4.85,0,0.00,0,5.2,22,16,61,4153,4129,126,0.003,76.386
家管(Na),6,0.03,3.6,1,0.01,3.34,4.2,1,16,62,na,na,na,na,na
秘書(Na),6,0.03,3.43,0,0.00,0,6.0,8,16,63,2745,2740,203,0.004,71.794
會計(Na),5,0.03,4.78,1,0.01,5.88,4.4,12,16,64,5195,5181,96,0.002,78.733
水電工(Na),5,0.03,4.01,0,0.00,0,6.2,1,16,65,148228,93826,1,0.000,99.646
消防員(Na),5,0.03,4.11,0,0.00,0,4.0,2,16,66,81457,70282,2,0.000,98.025
政治家(Na),5,0.03,2.74,0,0.00,0,6.2,14,16,67,9099,9008,49,0.001,84.161
郵差(Na),5,0.03,4.71,0,0.00,0,4.4,5,16,68,18233,18032,20,0.000,89.973
主播(Na),5,0.03,2.67,0,0.00,0,6.2,8,16,69,49073,44359,5,0.000,96.062
藝人(Na),5,0.03,2.63,0,0.00,0,6.6,21,16,70,5366,5363,92,0.002,79.063
藝人(Na),4,0.02,2.56,0,0.00,0,6.3,21,16,71,5366,5363,92,0.002,79.063
演藝人員(Na),1,0.01,2.92,0,0.00,0,8.0,2,16,72,na,na,na,na,na
空姊(Na),5,0.03,3.35,0,0.00,0,5.6,0,16,73,na,na,na,na,na
空姊(Na),4,0.02,3.57,0,0.00,0,5.0,0,16,74,na,na,na,na,na
空中小姊(Na),1,0.01,2.45,0,0.00,0,8.0,0,16,75,na,na,na,na,na
推銷員(Na),5,0.03,8.88,0,0.00,0,5.0,8,16,76,23716,23198,14,0.000,91.860
推銷員(Na),4,0.02,10.36,0,0.00,0,4.8,8,16,77,23716,23198,14,0.000,91.860
SALES(Na),1,0.01,2.94,0,0.00,0,6.0,0,16,78,na,na,na,na,na
飛行員(Na),5,0.03,5.75,0,0.00,0,7.0,7,16,79,8942,8864,50,0.001,84.002
飛行員(Na),3,0.02,3.96,0,0.00,0,8.0,7,16,80,8942,8864,50,0.001,84.002
飛機師(Na),1,0.01,11.19,0,0.00,0,2.0,0,16,81,na,na,na,na,na
機師(Na),1,0.01,5.67,0,0.00,0,9.0,0,16,82,23335,23198,14,0.000,91.751
歌手(Na),4,0.02,3.14,0,0.00,0,5.8,22,16,83,5095,5090,98,0.002,78.534
醫檢師(Na),4,0.02,3.14,0,0.00,0,5.8,0,16,84,na,na,na,na,na
計程車司機(Na),4,0.02,5.44,0,0.00,0,5.8,1,16,85,na,na,na,na,na
士(Na),4,0.02,3.12,1,0.01,4.69,2.8,0,16,86,8709,8587,52,0.001,83.760
演員(Na),4,0.02,2.82,0,0.00,0,7.0,98,16,87,3453,3449,156,0.003,74.379
導演(Na),4,0.02,2.5,0,0.00,0,3.8,178,16,88,2205,2205,261,0.005,69.243
畫家(Na),4,0.02,2.36,0,0.00,0,5.8,66,16,89,1662,1662,366,0.007,65.808
工友(Na),4,0.02,6.77,0,0.00,0,4.8,8,16,90,11770,11546,36,0.001,86.439
商(Na),4,0.02,2.2,0,0.00,0,5.5,0,16,91,6123,6090,79,0.002,80.388
校長(Na),4,0.02,4.32,0,0.00,0,5.3,141,16,92,790,789,750,0.015,56.452
失業(Na),4,0.02,4.75,0,0.00,0,4.8,31,16,93,na,na,na,na,na
企業家(Na),4,0.02,4.41,0,0.00,0,6.3,22,16,94,4849,4820,105,0.002,78.022
服務員(Na),4,0.02,6.57,0,0.00,0,6.8,20,16,95,30317,29054,10,0.000,93.455
服務員(Na),3,0.02,5.67,0,0.00,0,8.0,20,16,96,30317,29054,10,0.000,93.455
服務人員(Na),1,0.01,9.26,0,0.00,0,3.0,0,16,97,na,na,na,na,na
盆地(Na),138,0.69,3.9,26,0.13,5.12,3.2,7,17,1,6257,6215,77,0.002,80.602
平原(Na),134,0.67,3.41,18,0.09,4.74,3.1,10,17,2,4678,4651,110,0.002,77.648
丘陵(Na),121,0.60,4.43,24,0.12,5.67,3.4,4,17,3,16751,16292,23,0.000,89.325
高原(Na),116,0.58,3.1,17,0.09,3.65,3.4,16,17,4,13152,12998,31,0.001,87.378
